awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉あきら,水道橋駅 244m , 焼肉、ホルモン、牛料理,,"￥6,000～￥7,999","￥6,000～￥7,999",3.67,,https://tabelog.com/tokyo/A1310/A131003/13251014/,予約可,,※当店にはエレベーターは御座いません。大変申し訳御座いませんが、階段のみとなりますのでご来店の際はお気を付け下さいませ。都営三田線水道橋駅徒歩3分メトロ本郷三丁目駅徒歩6分JR水道橋駅徒歩8分メトロ後楽園駅8分 水道橋駅から244m,17:00 - 23:00,■ 営業時間連休が絡む場合は変更になる事があります。詳しくは店舗までお問合せ下さい。■ 定休日月曜※月曜祝日の場合は営業。翌火曜日が休業となります,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.70416003869867,139.75766088462217",050-3066-8929,東京都文京区本郷1-10-12 カルム本郷 2F,556,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉 凛,月島駅 241m , 焼肉,,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,-,https://tabelog.com/tokyo/A1313/A131302/13002240/,予約可,,地下鉄有楽町線月島駅8番出口から 徒歩2分 月島駅から241m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66325923873255,139.7825001841916",03-3531-2985,東京都中央区月島1-27-1 フロリスオーランティウム3 1F,532,yakiniku
,羊肉炭火焼 肉汁屋,新橋駅 225m , ジンギスカン、居酒屋、焼肉,【ご予約は公式サイトから！】脂肪燃焼、美容、健康にL-カルニチンたっぷりの「生ラム肉」を！,"￥4,000～￥4,999","￥4,000～￥4,999",3.67,,https://tabelog.com/tokyo/A1301/A130103/13164077/,予約可,※キャンセルをされる場合、ご予約日の13時迄にご連絡をお願い致します。,JR新橋駅・烏森口徒歩３分 新橋駅から225m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay）,"35.664643638723554,139.75703198422346",03-3434-5567,東京都港区新橋4-15-8 ,454,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,銀座焼肉 Salon de AgingBeef,銀座駅 107m , 焼肉、ホルモン,【銀座駅から1分】熟成肉ーAgingbeefーのハイエンド焼肉レストラン,"￥10,000～￥14,999","￥10,000～￥14,999",3.67,,https://tabelog.com/tokyo/A1301/A130101/13235853/,予約可,ご予約状況により、ランチタイム　　90分制ディナータイム 120分制となりますので、ご了承ください。,東京メトロ銀座駅A2出口から徒歩1分 銀座駅から107m,11:30 - 15:00L.O. 料理14:00,第2月曜日(祝日の場合翌火曜日),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67093223872191,139.76436418428185",050-3164-5157,東京都中央区銀座5-7-6 i liv 11F,433,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ら・ぼうふ 用賀本店,用賀駅 947m , 焼肉,,"￥5,000～￥5,999","￥5,000～￥5,999",3.67,-,https://tabelog.com/tokyo/A1317/A131707/13005123/,予約可,全日ご予約頂けます！！＊１５分以上遅れて、連絡がつかない場合キャンセルとさせていただく場合がごさいます。＊混雑時はお食事時間を一組当たり二時間でお願いしております。,[徒歩]用賀駅より約20分　　　　上野毛駅より約20分＊タクシーが便利です　バスの場合は神学院前か中町５丁目下車、どちらも徒歩約3分 用賀駅から947m,17:00 - 23:00L.O. 22:30,■ 営業時間売り切れ次第閉店 （ラストイン22：00）全日、ご予約可■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.62039173871481,139.64128258385762",03-5707-0291,東京都世田谷区中町5-21-8 ,371,yakiniku
,麻布 kumasan,麻布十番駅 264m , 牛料理、しゃぶしゃぶ、焼肉,味を重ねる肉の芸術 黒毛和牛と季節の移ろいをご馳走に 独創性溢れる肉料理店,"￥30,000～￥39,999","￥30,000～￥39,999",3.67,水曜日,https://tabelog.com/tokyo/A1307/A130702/13230596/,完全予約制,当日のご予約はお電話にてお問合せ下さいませ,麻布十番駅より徒歩5分 麻布十番駅から264m,12:00 - 14:00,■ 営業時間【LUNCH】 12：00～14：00ランチは土・日・月のみ営業【DINNER】カウンター席18：00～　及び20：30~　の二部制個室(個室利用料なし)18：00~　最終入店21：00■ 定休日水曜日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.654158838723475,139.73583348413243",050-3187-3026,東京都港区麻布十番2-18-8 GRAND LOUVRE 麻布十番 B1F,216,yakiniku
,江戸焼肉,銀座駅 183m , 焼肉、日本料理、牛料理,また一つ、焼肉の可能性を表現します。『江戸焼肉』焼肉新時代の幕開け。,"￥30,000～￥39,999","￥30,000～￥39,999",3.67,月曜日、火曜日、日曜日,https://tabelog.com/tokyo/A1301/A130101/13270037/,完全予約制,,東京メトロ日比谷線　東銀座駅 徒歩5分東銀座駅から250m銀座駅から183m 銀座駅から183m,17:00 - 23:30,■ 営業時間ご予約の受付時間は13:00～23:30までとなりますので、予めご了承ください。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6709509387213,139.76248748428335",03-6263-9925,東京都中央区銀座6-6-5 HULIC & New GINZA NAMIKI 6 4F B,131,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ビーフキッチン 中目黒本店,中目黒駅 403m , 焼肉、居酒屋、ホルモン,■本日お席に空きがございます！上質な黒毛和牛をカジュアルにお愉しみいただける焼き肉屋,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1317/A131701/13054178/,予約可,■記念日プレート･お席のご要望･団体予約などはお電話にてお申し込みください｡■混雑時は全席2時間制でご案内させて頂く場合があります｡予めご了承下さいませ｡,東急東横線･東京メトロ日比谷線 ｢中目黒駅｣ より徒歩6分 中目黒駅から403m,17:00 - 23:00L.O. 料理22:00 ドリンク22:30,■営業時間･定休日※毎週｢火曜日｣定休｡火曜日が祝日の場合､水曜日休とさせていただきます｡※日曜が祝前日の場合は翌日が22時閉店となります｡,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.64134593871903,139.6963272840307",03-5768-3601,東京都目黒区上目黒2-44-8 ロ・カーサ上目黒 B1F,1293,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,ホルモン青木 亀戸店,亀戸駅 158m , ホルモン、焼肉,,"￥3,000～￥3,999","￥3,000～￥3,999",3.66,,https://tabelog.com/tokyo/A1312/A131202/13059962/,予約可,予約可能時間：16:00～21:00の間で30分単位（17:00～、17:30～など）※3名様以上で予約可能。※全日2時間制。,亀戸駅北口すぐ 亀戸駅から158m,16:00 - 23:00L.O. 22:30,■ 定休日なし,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.69886383872384,139.82616228452068",03-3682-3090,東京都江東区亀戸5-13-1 ,1142,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉ホルモン 稲田,目黒駅 148m , 焼肉、ホルモン,精肉卸ヤザワミート直営【6年連続 百名店】100%ピエモンテ産「白トリュフ」特別メニューあり,"￥10,000～￥14,999","￥10,000～￥14,999",3.66,,https://tabelog.com/tokyo/A1316/A131601/13049914/,予約可,,JR山手線　目黒駅　東口　徒歩３分 目黒駅から148m,17:00 - 23:00L.O. 料理22:15 ドリンク22:30,年末年始 12/31～1/2は店休となります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.6348379387297,139.71691068395052",03-5447-2914,東京都品川区上大崎2-13-45 トラストリンク第Ⅲビル 2F,650,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,赤坂大関 本店,赤坂見附駅 158m , 焼肉、ホルモン,,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,-,https://tabelog.com/tokyo/A1308/A130801/13015197/,予約可,当店はお席2時間制です。お支払い現金のみです。,赤坂見附駅から3分みすじ通りを赤坂方面へ。右手に「センチュリオンホテルグランド」の先の路地を右に入り真ん中あたりにある黄色い看板が目印看板を左に曲がった路地の奥 赤坂見附駅から158m,17:00 - 23:00L.O. 22:00,■ 営業時間電話予約受付　15:30～■ 定休日無（夏季・年末年始休日有）,カード不可 電子マネー不可 QRコード決済不可,"35.67546483871009,139.73632288434726",03-3586-5456,東京都港区赤坂3-18-12 ,643,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,神泉ホルモン 三百屋,神泉駅 187m , ホルモン、焼肉,ご予約は下記のホームページから！厚切りハラミ・新鮮ホルモンを七輪の炭火焼で満喫！,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,-,https://tabelog.com/tokyo/A1303/A130301/13024281/,予約可,ご予約は下記ホームページのリンクより承っております。混み合った場合は2時間制となっております。,京王井の頭線神泉駅から徒歩約4分。JR渋谷駅から徒歩約13分。分からない時はお電話くださいませ。 神泉駅から187m,17:00 - 23:30L.O. 22:45,不定休月に一度程度お休みを頂きます。※お盆休み　正月休みあり,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65579747262167,139.6926421608302",03-3477-1129,東京都渋谷区神泉町12-4 ,587,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉ホルモン 新井屋 渋谷,神泉駅 335m , 焼肉、ホルモン、ステーキ,★本日お席ご案内出来ますのでお気軽にご連絡下さい。ご連絡お待ちしております♪,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,,https://tabelog.com/tokyo/A1303/A130301/13237382/,予約可,※重要当店仮予約等を受け付けておりません。1ヶ月以内に複数回ご予約されているお客様には店舗から確認のお電話をさせていただきます。お電話繋がらず、折り返しのご連絡無ければこちらでご予約をキャンセルとさせていただく場合がございます。ご理解の程よろしくお願いします。※インスタグラム、ホームページからテーブルチェックでの予約出来ます。※7名以上の場合はお電話でお問い合わせください。,JR渋谷駅 徒歩7分京王井の頭線渋谷駅 徒歩5分 神泉駅から335m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65934723870758,139.69630228421255",03-6277-5718,東京都渋谷区道玄坂2-19-13 ,523,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,銀座 ちかみつ 六丁目,東銀座駅 230m , 焼肉、ホルモン、牛料理,11月27日 個室空席ありフルアテンドでおもてなし致します,"￥8,000～￥9,999","￥8,000～￥9,999",3.66,,https://tabelog.com/tokyo/A1301/A130101/13259532/,完全予約制,ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。団体様(5名様以上)のご予約に関しましては、3日前までのコース決定をお願い致します。期限を過ぎてもコース決定のご連絡がない場合は、自動キャンセルとなる場合がございますのでご注意下さい。,東京メトロ日比谷線　東銀座駅 徒歩5分 東銀座駅から230m,17:00 - 23:30,■ 営業時間ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.669025652735606,139.76487277525786",03-6264-2917,東京都中央区銀座6-13-16 ヒューリック銀座ウォールビル 1F,484,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉ホルモン金樹,赤坂駅 193m , 焼肉、ホルモン,【コスパ最強！！】希少部位を王道焼肉スタイルでご提供！,"￥6,000～￥7,999","￥6,000～￥7,999",3.66,,https://tabelog.com/tokyo/A1308/A130801/13273456/,予約可,,赤坂駅 徒歩2分溜池山王駅 徒歩5分赤坂見附駅 徒歩7分 赤坂駅から193m,18:00 - 03:30L.O. 02:45,★「東京最高のレストラン2024」に掲載されました★,カード可 電子マネー不可 QRコード決済不可,"35.67238543871272,139.73842658431468",03-6277-8829,東京都港区赤坂2-13-17 赤坂グリーンランドビル 1F,459,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,おやじ,青山一丁目駅 205m , ホルモン、焼肉,,"￥5,000～￥5,999","￥5,000～￥5,999",3.66,-,https://tabelog.com/tokyo/A1306/A130603/13042753/,予約可,連絡なしで15分遅刻された場合はキャンセル扱いとさせていただきます。人数の変更がある場合は必ず事前に連絡を入れてください。なるべくみなさん揃われていらしてください。,東京メトロ銀座線・半蔵門線、都営地下鉄大江戸線【青山一丁目駅】徒歩３分東京メトロ千代田線【乃木坂駅】徒歩８分 青山一丁目駅から205m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済不可,"35.67123483870923,139.72520288431238",090-1651-3646,東京都港区南青山1-3-23 ,346,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,東京食肉市場直送 肉焼屋 D-29 広尾店,広尾駅 391m , 焼肉、ホルモン、ステーキ,【最高に美味しいお肉をご用意してお待ちしております！】,"￥10,000～￥14,999","￥10,000～￥14,999",3.66,,https://tabelog.com/tokyo/A1307/A130703/13269923/,予約可,※ネット予約が可能なお席には限りがございます。ご希望の時間、日付等ございましたらお電話にて確認お願いします。※営業時間中のお電話は当日予約希望の方を優先させて頂きます。それ以外の方は14時〜17時にお願いします。※お席は2時間制とさせて頂いております。※1〜2名様のご予約はテーブルを選択している場合でも、カウンターでのご案内となります。テーブル席ご希望の方は事前にお申し付けください。,東京メトロ日比谷線　広尾駅1番2番出口より、徒歩5分 広尾駅から391m,17:00 - 23:00L.O. 22:00,■ 営業時間最終入店21:30,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.649102438721485,139.7195216840928",03-5422-7645,東京都渋谷区広尾5-19-1 HIROO VILLAGE 2F,97,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉 うしみつ 恵比寿本店,恵比寿駅 171m , 焼肉、ホルモン、牛料理,11月27日空席あり！背徳な商品がスタートしました。「背徳のうしみつ巻き」提供中,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,,https://tabelog.com/tokyo/A1303/A130302/13204541/,予約可,ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。団体様(5名様以上)のご予約に関しましては、3日前までのコース決定をお願い致します。期限を過ぎてもコース決定のご連絡がない場合は、自動キャンセルとなる場合がございますのでご注意下さい。,ＪＲ 恵比寿駅西口改札から 徒歩3分地下鉄日比谷線 恵比寿駅西口改札から 徒歩3分＊入り口へは階段をお使いください。＊エレベーターをお使いになられる際は、M1階となりますのでお間違いのないよう、宜しくお願い致します。間違えて違う階へいかれるお客様が多数おられます。 恵比寿駅から171m,17:00 - 23:30,■ 営業時間ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。ネット予約は24時間受け付けております。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.64532493872076,139.7097117840615",03-3710-2933,東京都渋谷区恵比寿南1-14-12 ル・ソレイユ3 M1F,1123,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,焼肉 冷麺 ユッチャン。,六本木駅 267m , 焼肉、冷麺、韓国料理,日本初上陸！ファン待望のハワイ人気No.1グルメ「ユッチャン冷麺」,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,,https://tabelog.com/tokyo/A1307/A130701/13230170/,予約可,小学生未満のお子様がおられる場合のネット予約はお断りさせていただいております。お電話でのご予約をお願い致します。また個室でのご案内の場合、食べログ上で個室が出てこない場合はお電話にてお問い合わせの上で空きがありましたら確定となります。別途個室料3000円〜頂戴しております。ご了承お願い致します。,日比谷線　六本木駅より徒歩2分 六本木駅から267m,11:30 - 15:00L.O. 14:30,■ 定休日不定休■ネット予約は22時スタートまで受付それ以降はお電話で承ります。※24時以降は２階席及び個室席はご利用頂けません。２階席ご利用のお客様で２４時以降の御滞在ご希望のお客様は１階席へ移動して頂きますのでスタッフにお声掛け下さい。お席のお時間は２時間制ですが、１階のお席が空いていましたらご案内致します。深夜営業は１階席での営業となりますので、御了承お願い致します。,カード可 電子マネー不可 QRコード決済不可,"35.662766438715586,139.72827878422464",03-6459-2969,東京都港区六本木7-17-24 eisu.bldg,1119,yakiniku
,焼うお いし川,築地駅 351m , 海鮮、焼肉、寿司,【築地本店】鮨屋が始めた焼肉屋は、最上級のお刺身を絶妙な焼き加減で炙る「元祖 焼うお」,"￥5,000～￥5,999","￥5,000～￥5,999",3.65,,https://tabelog.com/tokyo/A1313/A131301/13040408/,予約可,当日のコース料理キャンセルは100％料金を頂きます。キャンセルは早めのキャンセルをお願いいたします。また無断でのキャンセルが発覚した場合電話番号を協会に登録し、協会加入している飲食店での予約が不可になります。,東京メトロ日比谷線「築地」駅 １番、２番出口から徒歩５分。都営地下鉄大江戸線「築地市場」駅 Ａ１出口から徒歩５分。 築地駅から351m,11:00 - 14:30L.O. 14:00,■ 営業時間【ランチ】ネタの状況により早めに閉まることがございます。お電話にて確認ください。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.665237552556114,139.77092716907433",03-3541-3804,東京都中央区築地4-13-5 1F,956,yakiniku
,西麻布けんしろう,広尾駅 746m , 焼肉、ホルモン、牛料理,11月27日 空席あり 全部屋個室にてご案内。スタッフが全てのお肉を焼かせていただきます。,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,,https://tabelog.com/tokyo/A1307/A130703/13184885/,完全予約制,ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。団体様(5名様以上)のご予約に関しましては、3日前までのコース決定をお願い致します。期限を過ぎてもコース決定のご連絡がない場合は、自動キャンセルとなる場合がございますのでご注意下さい。,東京メトロ日比谷線 六本木駅 徒歩10分東京メトロ日比谷線 広尾駅    徒歩10分 ＊入り口は外苑西通り沿いに面しております。 広尾駅から746m,17:00 - 23:30,■ 営業時間ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.6585046387168,139.72353788418496",03-6427-2949,東京都港区西麻布4-2-2 Barbizon92 1F,906,yakiniku
,焼肉 うしみつ一門 目黒店,目黒駅 252m , 焼肉、ホルモン、牛料理,11月27日空席あり。「雲丹ドッグ」「カツサンド」「うしみつ巻き」期間限定でプレゼント中！,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,,https://tabelog.com/tokyo/A1316/A131601/13208975/,予約可,ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。,ＪＲ 目黒駅 徒歩3分東急目黒線 目黒駅 徒歩3分 目黒駅から252m,17:00 - 23:30,■ 営業時間ご予約の受付時間は月～日（13時～23時半）迄となります。予めご了承ください。＊ネット予約は24時間受け付けております。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.634261838728825,139.71301048394741",03-5487-1029,東京都目黒区下目黒1-3-28 サンウッド目黒 1F,770,yakiniku
,焼肉赤身にくがとう 人形町本店,人形町駅 264m , 焼肉、ホルモン、居酒屋,【人形町店に関する重要なお知らせ】,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,火曜日、水曜日,https://tabelog.com/tokyo/A1302/A130204/13168436/,予約可,,日比谷線 人形町駅 A5出口から徒歩5分日比谷線 小伝馬町駅から徒歩９分都営新宿線 馬喰横山駅から徒歩9分銀座線 三越前駅から徒歩11分 人形町駅から264m,17:00 - 23:00,お電話受付：営業日の 12時〜16時30分営業中はお電話に出れません。ご了承下さいませ。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay）,"35.68715064207007,139.7798337537981",03-3668-2910,東京都中央区日本橋堀留町1-6-7 ,669,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,炭火焼肉 牛和鹿 本店,門前仲町駅 136m , 焼肉、ホルモン、居酒屋,【門前仲町駅徒歩1分】厳選された上質なA5ランク近江牛の希少部位などをリーズナブルに提供,"￥6,000～￥7,999","￥6,000～￥7,999",3.65,,https://tabelog.com/tokyo/A1313/A131303/13038809/,予約可,7名様以上でのご予約の場合、お隣同士の２席でのご案内となります。,地下鉄東西線門前仲町駅6番出口徒歩1分／都営大江戸線門前仲町駅6番出口徒歩1分 門前仲町駅から136m,17:00 - 22:00L.O. 料理21:00 ドリンク21:30,■ 定休日年末年始、11/2〜10は改装工事のためお休みいたします。,カード可 （VISA、Master、JCB） 電子マネー不可 QRコード決済不可,"35.673203838730565,139.79608248428255",03-3820-2522,東京都江東区門前仲町2-9-5 あずまビル　２Ｆ,587,yakiniku
食べログ アジア・エスニック TOKYO 百名店 2024 選出店,チョンギワ 本館,赤坂見附駅 248m , 韓国料理、焼肉、冷麺,【赤坂駅2分】本場韓国の味が自慢！韓国人の方も訪れる人気韓国料理店◆お仕事帰りにもどうぞ◎,"￥4,000～￥4,999","￥4,000～￥4,999",3.65,-,https://tabelog.com/tokyo/A1308/A130801/13015210/,予約可,,千代田線赤坂駅から徒歩2分　　　赤坂見附駅から徒歩3分 赤坂見附駅から248m,11:30 - 04:00L.O. 03:30,■定休日無休■平日ランチタイム11:30〜14:00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67445583871101,139.73715238433653",03-3587-1089,東京都港区赤坂3-15-2 ＫＹＯＷＡ　ＦＯＲＭＥビル　１Ｆ,463,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,赤身とホルモン焼 のんき,曙橋駅 221m , 焼肉、ホルモン、居酒屋,肉の名峰『肉山』『わ』×『のんき』のコラボ店！塊肉と新鮮なホルモンを！,"￥6,000～￥7,999","￥6,000～￥7,999",3.65,,https://tabelog.com/tokyo/A1309/A130903/13195840/,予約可,[のんき]姉妹店へのお掛け間違いにご注意ください。,都営新宿線曙橋駅 徒歩4分 地下鉄丸ノ内線四ツ谷三丁目駅 徒歩5分 曙橋駅から234m 曙橋駅から221m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.69051103869588,139.72170608450952",03-6457-7716,東京都新宿区舟町12 ミルボレー四谷1F,397,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,広尾 焼肉 暴飲暴食,広尾駅 293m , 焼肉、ホルモン,完全予約制 広尾 大衆焼肉 暴飲暴食,"￥8,000～￥9,999","￥8,000～￥9,999",3.65,-,https://tabelog.com/tokyo/A1307/A130703/13281284/,完全予約制,人数変更などは予約日３日前までに暴飲暴食Instagramのメッセージにてお願いいたします。,広尾駅より徒歩5分 広尾駅から293m,17:45 - 23:00,■ 営業時間ご予約はInstagramから。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.64947723872166,139.72083418409565",03-5422-7517,東京都渋谷区広尾5-10-1 ,373,yakiniku
,焼うおいし川  六本木凛華楼,六本木駅 87m , 海鮮、焼肉、寿司,社長石川も焼いてます。築地発祥の肉のない焼肉屋 2号店は「六本木凛華楼」,"￥15,000～￥19,999","￥15,000～￥19,999",3.65,-,https://tabelog.com/tokyo/A1307/A130701/13262522/,完全予約制,※アレルギーや苦手な食材のあるお客様はご予約時にお知らせ下さいますようお願い申し上げます。,最寄り駅日比谷線六本木駅徒歩１分（西麻布方面改札　１ｂ出口）大江戸線六本木駅徒歩６分（六本木交差点・六本木ヒルズ方面改札　出口３） 六本木駅から87m,17:00 - 00:00L.O. 23:00,■ 営業時間17:00~24:00最終入店　22:00■ 定休日不定休（年末年始31～4日）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66203653871683,139.73071188421557",03-6804-1221,東京都港区六本木6-2-6 GEMS六本木 5F,306,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,高麗亭,渋谷駅 396m , 焼肉,,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,-,https://tabelog.com/tokyo/A1303/A130301/13013023/,予約可,,渋谷駅から396m,,,カード可 （AMEX） 電子マネー不可 QRコード決済不可,"35.65937263871054,139.70563988420628",03-3406-7310,東京都渋谷区渋谷2-14-13 Ｂ１Ｆ,275,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,煌 焼肉,外苑前駅 264m , 焼肉、日本料理、ステーキ,【個室、半個室】南青山、いちょう並木近く、オシャレな大人が訪れる本格コース焼肉のお店 『煌』,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,,https://tabelog.com/tokyo/A1306/A130603/13236356/,予約可,アレルギーなどあればお伝えください前日よりキャンセル料が発生しますのでご注意ください。連絡なく20分を超えますとキャンセル扱いとさせていただきます。,「青山一丁目駅　3番出口」　徒歩4分「外苑前駅　1b出口」　　 　徒歩4分いちょう並木すぐ近くの246号線沿いにあります赤い看板で『煌』の文字が目印です 外苑前駅から264m,17:30 - 23:30,■ 定休日遅い時間はお席空いてる時がございます。お電話でご確認ください。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済不可,"35.67124353870772,139.72049468431575",03-6804-3915,東京都港区南青山2-12-15 2F,252,yakiniku
,一鳥目 とり松,麻布十番駅 176m , 鳥料理、焼肉,鶏料理の新しい楽しみ方としてご提案する“鶏焼肉”,"￥10,000～￥14,999","￥10,000～￥14,999",3.65,,https://tabelog.com/tokyo/A1307/A130702/13289604/,完全予約制,,麻布十番駅 南2 出口前／7番出口 徒歩2分 麻布十番駅から176m,17:00 - 23:00L.O. 22:30,■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65680561002418,139.7341112778886",03-4577-6529,東京都港区麻布十番1-5-13 ニュー高雄ハイツ 1F,205,yakiniku
食べログ 焼肉 TOKYO 百名店 2024 選出店,初代吉田,亀戸駅 217m , ホルモン、焼肉、居酒屋,【亀戸駅3分】豊富なホルモン・A5赤身肉、希少部位までリーズナブルに堪能。一人飲みも大歓迎,"￥3,000～￥3,999","￥3,000～￥3,999",3.64,,https://tabelog.com/tokyo/A1312/A131202/13059640/,予約可,,亀戸駅徒歩3分 亀戸駅から217m,,,カード不可 電子マネー可 QRコード決済可 （PayPay）,"35.69948713872344,139.826168984527",03-3637-5966,東京都江東区亀戸5-13-6 東栄ビル 1F・2F,695,yakiniku
