awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude
,とんかつ 檍 日本橋店,新日本橋駅 183m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.61,日曜日,https://tabelog.com/tokyo/A1310/A131002/13258371/,予約不可,,銀座線三越前駅から５分半蔵門線三越前駅から８分 新日本橋駅から183m,11:00 - 15:00,■ 定休日第3月曜日,カード不可 電子マネー不可 QRコード決済不可,"35.689748938712455,139.7722287844664",03-6265-1980,東京都中央区日本橋室町4-2-10 坂田ビル 1F,357,tonkatsu,False,35.689748938712455,139.7722287844664
,とんかつ檍のカレー屋 いっぺこっぺ 飯田橋店,九段下駅 452m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.61,日曜日,https://tabelog.com/tokyo/A1309/A130905/13239562/,予約不可,,JR飯田橋駅東口　徒歩4分東京メトロ飯田橋駅　徒歩3分都営新宿線　九段下駅　徒歩3分 九段下駅から452m,,,カード不可 電子マネー不可 QRコード決済不可,"35.69901293869916,139.74896798457627",03-6910-0732,東京都千代田区飯田橋1-7-11 ダン・リーガルビル 1F,336,tonkatsu,False,35.69901293869916,139.74896798457627
食べログ とんかつ 百名店 2024 選出店,かつ吉 渋谷店,渋谷駅 311m , とんかつ、日本料理、居酒屋,【渋谷駅徒歩2分】伝統製法を守るとんかつ専門店です。,"￥2,000～￥2,999","￥2,000～￥2,999",3.59,,https://tabelog.com/tokyo/A1303/A130301/13004792/,予約可,●お席の場所、席種の指定はお受けしておりません。●エレベーター、お子様向けの設備、ベビーカーの入る席などご用意ありません。●全席禁煙です。喫煙スペースのご用意はございません。●個別でのお会計をご希望の際は現金でのお支払いのみのお取り扱いとさせていただいております。●ご予約時間を15分過ぎてご連絡がない場合やむを得ずキャンセル扱いとさせていただく場合がございますので必ずご連絡下さい。,渋谷駅、駅近辺より最寄の階段より地下道に下り、案内板を参考に『C2(渋谷ストリーム方面)』出口よりエスカレーターにて地上へ向かって下さい。エスカレーターを降りた向きのまま直進し、カラオケ屋さんの前の大きな横断歩道（明治通り）を左に渡るとすぐ右前、地下1階にございます。 渋谷駅から311m,11:00 - 16:00L.O. 15:00,■ 定休日荒天時。12/31～1/2お正月休み（12/30はランチタイムのみの営業です。）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済不可,"35.6572036387116,139.70464208418502",050-3134-5712,東京都渋谷区渋谷3-9-10 ＫＤＣビル B1F,1514,tonkatsu,False,35.6572036387116,139.70464208418502
,とんかつ檍のカレー屋 いっぺこっぺ 新橋店,新橋駅 87m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.59,-,https://tabelog.com/tokyo/A1301/A130103/13267744/,予約不可,,JR新橋駅より徒歩2分 新橋駅から87m,,,カード不可 電子マネー不可 QRコード決済不可,"35.66673103872234,139.75736258424433",03-6206-7300,東京都港区新橋2-16-1 ニュー新橋ビル 1F,643,tonkatsu,False,35.66673103872234,139.75736258424433
,とんかつ檍のカレー屋 いっぺこっぺ 西新宿店,新宿西口駅 261m , カレー、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.59,日曜日、祝日,https://tabelog.com/tokyo/A1304/A130401/13259821/,予約不可,,JR新宿駅より、徒歩5分 新宿西口駅から261m,11:00 - 15:00L.O. 15:00,■ 定休日第四土曜日,カード不可 電子マネー不可 QRコード決済不可,"35.69537863868499,139.6972597845758",03-5937-2526,東京都新宿区西新宿7-15-5 ,382,tonkatsu,False,35.69537863868499,139.6972597845758
,とんかつ多酒多彩 地蔵,大泉学園駅 81m , とんかつ、コロッケ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.59,-,https://tabelog.com/tokyo/A1321/A132103/13047182/,予約可,,西武池袋線「大泉学園駅」北口から徒歩２分北口出て左側歩道橋デッキを進みエレベーターで地上へ。福の唐揚げ屋と魚民の間の道を右折スグ 大泉学園駅から81m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済可 （PayPay）,"35.75020843861485,139.58631628520743",03-3923-7939,東京都練馬区東大泉1-30-9 ＴＫビル 1F,376,tonkatsu,False,35.75020843861485,139.58631628520743
,とんかつ おさむ,椎名町駅 458m , とんかつ、かつ丼、カレー,,-,-,3.58,月曜日、水曜日、金曜日、日曜日,https://tabelog.com/tokyo/A1321/A132101/13012436/,予約不可,,・西武池袋線「椎名町」駅(南口)から徒歩7分・都営大江戸線「落合南長崎」駅(A1出口)から徒歩10分・JR山手線「目白」駅から徒歩15～20分 椎名町駅から458m,11:00 - 13:00,■ 営業時間※現在は持ち帰り弁当のみ。受付時間　7:00～受け取り時間　11:00～13:00※売り切れ次第終了■ 定休日月曜・水曜・金曜・日曜（祝日の場合は営業）※月一回不定休有り,カード不可 電子マネー不可 QRコード決済不可,"35.7233650386653,139.69120208486274",03-3951-4961,東京都豊島区南長崎1-3-11 ,290,tonkatsu,False,35.7233650386653,139.69120208486274
,とんかつ そら,荻窪駅 53m , とんかつ、ヨーロッパ料理、居酒屋,荻窪駅スグ◆フレンチの技法を取り入れた”とんかつ”を前菜と共に…♪食事会・飲み会歓迎◎,"￥2,000～￥2,999","￥2,000～￥2,999",3.58,,https://tabelog.com/tokyo/A1319/A131906/13278914/,予約可,①４名様以上でご利用のお客様へ全ての料理を一人で作っている関係上、４名様以上のグループヘの料理の提供が遅れる場合があります。ご了承の上、ご予約いただけると幸いです。②5名様以上のご利用は、ご予約のコースのみに限らせていただきます。③電話予約、ネット予約が重複した場合は電話予約を優先とさせていただきます。その場合は別途お電話またはメールでご連絡いたします。,JR中央線　荻窪駅北口より徒歩30秒東京メトロ丸ノ内線　荻窪駅北口より徒歩30秒 荻窪駅から53m,11:30 - 15:00L.O. 14:30,■ 定休日の他に、月3〜4回不定休あり ※10月前半の不定休日：10/2(水)・8(火),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay）,"35.704948538654385,139.6202014847265",03-5335-7567,東京都杉並区上荻1-8-8 興和ビル B1F,212,tonkatsu,False,35.704948538654385,139.6202014847265
,三福亭,馬喰町駅 109m , 食堂、とんかつ、洋食,,"￥1,000～￥1,999","￥1,000～￥1,999",3.57,-,https://tabelog.com/tokyo/A1302/A130204/13059379/,予約不可,,都営新宿線馬喰横山駅A2もしくはA１出口より徒歩１～２分　馬喰町交差点わたって直ぐ 馬喰町駅から109m,,,カード不可 電子マネー不可 QRコード決済不可,"35.693150838713215,139.78139318449433",03-3661-6955,東京都中央区日本橋馬喰町1-4-10 ,481,tonkatsu,False,35.693150838713215,139.78139318449433
,とんかつ 檍 赤坂店,赤坂駅 212m , とんかつ,【赤坂駅3分】肉汁のジューシーさが魅力の“極上とんかつ”を堪能。お一人様でのご利用も歓迎,"￥2,000～￥2,999","￥2,000～￥2,999",3.57,,https://tabelog.com/tokyo/A1308/A130801/13294879/,予約可,平日のランチタイムはご予約を受け付けておりません。お席のみのご予約は、お一人様400円(込)のテーブルチャージ料を頂いております。＊中学生以下200円(込)、乳幼児なしご連絡がない場合は予約時間15分を過ぎますとキャンセル扱いとなります。お弁当の予約は可。,東京メトロ千代田線赤坂駅徒歩3分 赤坂駅から212m,11:00 - 15:00,■定休日年中無休！…の予定（笑）,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済可 （PayPay）,"35.67327633871208,139.73819888432385",03-5797-8686,東京都港区赤坂3-12-10 赤坂サンビル B1F,144,tonkatsu,False,35.67327633871208,139.73819888432385
,銀座 とんかつ 斉藤,東銀座駅 319m , とんかつ,【当日予約はTELにて！東銀座駅2分】肉汁たっぷり、ジューシーで柔らかいとんかつ。個室完備,"￥3,000～￥3,999","￥3,000～￥3,999",3.57,,https://tabelog.com/tokyo/A1301/A130101/13294753/,予約可,,「東銀座」駅４番出口から徒歩２分「銀座」駅から徒歩５分「新橋」駅から徒歩７分 東銀座駅から319m,11:30 - 15:00L.O. 14:30,土日が祝日の場合はお休みです。L.O.前に売り切れになる場合がございます。一度お電話いただけますと幸いです。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、iD、QUICPay） QRコード決済可 （d払い、楽天ペイ、au PAY）,"35.66737999412404,139.7647984127583",090-3426-3110,東京都中央区銀座7-14-14 銀座7ビル B1F,91,tonkatsu,False,35.66737999412404,139.7647984127583
,とんき,駒込駅 228m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.56,木曜日,https://tabelog.com/tokyo/A1323/A132301/13008866/,予約不可,,ＪＲ駒込駅東口から 徒歩2分 駒込駅から228m,11:45 - 14:00,■ 定休日第3水曜,カード不可 電子マネー不可 QRコード決済不可,"35.73851813867407,139.7489766849753",03-3949-7387,東京都北区中里2-4-5 ,437,tonkatsu,False,35.73851813867407,139.7489766849753
,檍食堂 蒲田東口店,蒲田駅 285m , 食堂、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.56,月曜日,https://tabelog.com/tokyo/A1315/A131503/13288622/,予約不可,,JR蒲田駅東口から徒歩4分 蒲田駅から285m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.5617794387768,139.71905508321103",03-5703-0200,東京都大田区蒲田5-21-11 ,186,tonkatsu,False,35.5617794387768,139.71905508321103
食べログ とんかつ 百名店 2024 選出店,井泉 本店,上野広小路駅 76m , とんかつ、サンドイッチ、かつ丼,昭和５年に「お箸できれる やわらかい とんかつ」を考案して創業。 「かつサンド」発祥の店です。,"￥3,000～￥3,999","￥3,000～￥3,999",3.55,水曜日,https://tabelog.com/tokyo/A1311/A131101/13003619/,予約可,予約は１日２組（1組につき6名様まで）までお受けしております。午前11:30午後14:30〜土日祝日は予約不可。椅子、お座敷、選択不可。ご予約なしでも皆様ご来店頂いております。,JR　御徒町駅　徒歩3分東京メトロ　日比谷線　仲御徒町駅　出口A4より徒歩5分東京メトロ　銀座線　上野広小路駅　出口A4より徒歩１分都営　大江戸線　上野御徒町駅　出口A4より徒歩1分東京メトロ　千代田線　湯島駅　出口4より徒歩5分都営バス　上野広小路バス停下車　徒歩1分 上野広小路駅から76m,11:30 - 15:00,■ 営業時間11:30〜15:0016:30〜19:45しばらくの間、中休みをいただきます。（2024/10）■ 定休日水曜日（祝日の場合は営業）,カード不可 電子マネー不可 QRコード決済不可,"35.7074695387012,139.7721958846454",03-3834-2901,東京都文京区湯島3-40-3 ,1500,tonkatsu,False,35.7074695387012,139.7721958846454
,日本橋とんかつ 一 日本橋本店,三越前駅 129m , とんかつ、かつ丼、カレー,上質なとんかつを日常に、普段使いのとんかつ専門店,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日,https://tabelog.com/tokyo/A1302/A130202/13272021/,予約不可,,東京メトロ　三越前駅 A4出口より、徒歩3分 三越前駅から129m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD） QRコード決済可 （PayPay）,"35.68644803871555,139.77536008443087",03-6262-5883,東京都中央区日本橋室町1-13-9 池田ビル 1F,625,tonkatsu,False,35.68644803871555,139.77536008443087
,豚組食堂,六本木駅 218m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1307/A130701/13240721/,予約不可,,六本木駅から218m,,,カード可 電子マネー可 QRコード決済可,"35.66142213871681,139.7294022842103",03-3408-6751,東京都港区六本木6-4-1 六本木ヒルズ メトロハット B2F,350,tonkatsu,False,35.66142213871681,139.7294022842103
,かつ精,新宿御苑前駅 165m , とんかつ、食堂,,"￥2,000～￥2,999","￥2,000～￥2,999",3.55,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1304/A130402/13006682/,予約不可,,丸の内線　新宿御苑駅　徒歩３分 新宿御苑前駅から165m,,,カード不可 電子マネー不可 QRコード決済不可,"35.68997109098009,139.71148568912807",03-3341-5756,東京都新宿区新宿1-18-10 カテリーナ柳通ビル　１Ｆ,224,tonkatsu,False,35.68997109098009,139.71148568912807
,あさや,馬喰町駅 114m , とんかつ,,-,-,3.54,水曜日、日曜日,https://tabelog.com/tokyo/A1302/A130204/13016898/,予約不可,,ＪＲ総武快速線　馬喰町駅　徒歩２分都営地下鉄　馬喰横山駅　徒歩２分都営地下鉄　東日本橋駅　徒歩５分 馬喰町駅から114m,11:00 - 14:30,■ 定休日他不定休,カード不可 電子マネー不可 QRコード決済不可,"35.694109638712646,139.7815693845039",03-3861-9454,東京都千代田区東神田1-14-6 ,610,tonkatsu,False,35.694109638712646,139.7815693845039
,とんかつ 寿々木,東京駅 181m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.54,-,https://tabelog.com/tokyo/A1302/A130201/13155684/,予約不可,,ＪＲ東京駅八重洲北口改札外グランスタ八重北内 東京駅から181m,11:00 - 23:00L.O. 21:30,■ 定休日年中無休(1月1日のみ休み),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済可,"35.6825576387157,139.76808998439665",03-3284-8305,東京都千代田区丸の内1-9-1 八重北食堂,582,tonkatsu,False,35.6825576387157,139.76808998439665
,とんかつ 椿,成城学園前駅 394m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.54,月曜日,https://tabelog.com/tokyo/A1318/A131814/13002004/,予約可,※予約は大勢様より承ります。※予約時間を15分以上遅れる場合は連絡をお願いいたします。15分たっても連絡がない場合、お待ちのお客様に席を譲る場合もございます。,成城学園前駅から、徒歩5分（0.4km）です。 成城学園前駅から394m,11:30 - 13:30,6/1(土)はお昼間はお休みとなり、17:00〜の営業のみとなります。6/17(月)〜18(火)は連休となります。✢お漬物のテイクアウトはじめました。４種盛りはナスの色が変わりやすいので、その事を了承の上ご注文下さい。また、大根とキュウリの２種盛りもあります。✢テイクアウト受付は、引き渡し時間の20分前までにお願い致します。✢電話でのテイクアウトの事前注文お受け致します。状況により、変更する場合がございますので詳しくは店舗まで電話で確認よろしくお願いいたします。,カード不可 電子マネー不可 QRコード決済不可,"35.64283923868621,139.59628048411594",03-3483-0450,東京都世田谷区成城5-15-3 ,435,tonkatsu,False,35.64283923868621,139.59628048411594
,銀座 梅林 本店,銀座駅 290m , とんかつ、かつ丼、コロッケ,,"￥3,000～￥3,999","￥3,000～￥3,999",3.54,-,https://tabelog.com/tokyo/A1301/A130101/13261638/,予約不可,,銀座駅から290m,,,カード可 （VISA、Master、JCB） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.66956823872222,139.76267208426927",03-3571-0350,東京都中央区銀座7-8-1 銀座梅林ビル B1F,400,tonkatsu,False,35.66956823872222,139.76267208426927
,晴のちカツ,東銀座駅 220m , とんかつ,,"￥2,000～￥2,999","￥2,000～￥2,999",3.54,火曜日,https://tabelog.com/tokyo/A1301/A130101/13262308/,予約不可,,東銀座駅から220m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67021013872402,139.7695646842709",03-3543-1322,東京都中央区銀座3-14-7 ,263,tonkatsu,False,35.67021013872402,139.7695646842709
,洋食や”B”,池尻大橋駅 591m , 洋食、コロッケ、とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,日曜日,https://tabelog.com/tokyo/A1317/A131705/13011023/,予約不可,,東急田園都市線「池尻大橋駅」南口から徒歩８分 池尻大橋駅から591m,11:30 - 14:00,[月~金]ランチ:11:30〜14:00 LO13:30[月~金・土]ディナー:18:30〜22:30,カード不可 電子マネー不可 QRコード決済不可,"35.64740863870982,139.67952788410372",不明の為情報お待ちしております,東京都世田谷区池尻2-10-10 谷マンション 1F,182,tonkatsu,False,35.64740863870982,139.67952788410372
,あけぼの,有楽町駅 90m , とんかつ、かつ丼、食堂,,"￥1,000～￥1,999","￥1,000～￥1,999",3.53,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130102/13000129/,予約不可,,JR山手線・京浜東北線「有楽町」駅(中央口改札or京橋口)から徒歩3分東京メトロ有楽町線「有楽町」駅(D8出口)から直結 有楽町駅から90m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67516693871919,139.76424748432473",03-3211-3934,東京都千代田区有楽町2-10-1 東京交通会館 B1F,1689,tonkatsu,False,35.67516693871919,139.76424748432473
,とんかつ繁,有楽町駅 176m , とんかつ,,"￥1,000～￥1,999","￥1,000～￥1,999",3.53,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130102/13000230/,予約不可,,有楽町駅徒歩5分有楽町駅から東京国際フォーラムと高架線の間の細道を東京駅方向へ。 有楽町駅から176m,,,カード不可 電子マネー不可 QRコード決済不可,"35.67627153871856,139.76452138433567",03-3231-4885,東京都千代田区丸の内3-6-10 ,385,tonkatsu,False,35.67627153871856,139.76452138433567
