awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type
,観世水,赤坂駅 261m , そば、居酒屋、天ぷら,こだわり抜いた日本酒が呑める本格蕎麦屋【赤坂・赤坂見附駅から徒歩３分】接待等に個室もご用意,"￥6,000～￥7,999","￥6,000～￥7,999",3.58,,https://tabelog.com/tokyo/A1308/A130801/13002872/,予約可,,東京メトロ千代田線【赤坂駅】改札口より徒歩４分東京メトロ銀座線・丸ノ内線【赤坂見附駅】改札口より徒歩４分 赤坂駅から261m,17:30 - 22:00L.O. 21:15,■ 営業時間●土・祝日は、姉妹店『 沙伽羅 さがら』にて営業しております。■ 定休日●土・祝日に限っては観世水から歩いてすぐの姉妹店『沙伽羅 さがら』は土・祝日も営業しております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.67423563871129,139.73764008433395",03-3589-4556,東京都港区赤坂3-12-22 竹下ビル B1F・2F,292,tempura
,天ぷら わかやま,立川駅 293m , 天ぷら、日本料理、ふぐ,立川 天ぷらわかやま,"￥8,000～￥9,999","￥8,000～￥9,999",3.58,月曜日,https://tabelog.com/tokyo/A1329/A132901/13019991/,予約可,,ＪＲ立川駅（北口）から徒歩3分 立川駅から293m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.69874713601244,139.41683672025036",042-525-0222,東京都立川市曙町2-22-23 木村ビル 3F・4F,188,tempura
,炭手前 鷽,水天宮前駅 327m , 日本料理、肉料理、天ぷら,【水天宮前駅・茅場町駅5分】全ての料理を炭火で仕上げる、オンリーワンの「炭火割烹」を堪能。,"￥10,000～￥14,999","￥10,000～￥14,999",3.58,,https://tabelog.com/tokyo/A1302/A130204/13227995/,予約可,,水天宮前駅より徒歩約5分茅場町駅より徒歩約5分人形町駅より徒歩約7分 水天宮前駅から327m,11:30 - 14:00L.O. 13:30,■定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 QRコード決済可 （PayPay）,"35.68308593871977,139.78189628439236",090-1650-8220,東京都中央区日本橋蛎殻町1-8-4 1F,113,tempura
,青山 川上庵,表参道駅 188m , そば、天丼、天ぷら,,"￥4,000～￥4,999","￥4,000～￥4,999",3.57,-,https://tabelog.com/tokyo/A1306/A130602/13033164/,予約可,土日祝日のランチ予約のみ不可FAX：03-5411-7174,東京メトロ銀座線・千代田線・半蔵門線【表参道駅】徒歩5分 表参道駅から188m,11:00 - 22:30L.O. 21:30,※月に一度店舗メンテナンスを行う為、16:30-18:00にて休業している場合あり,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可,"35.66577953870928,139.7144557842648",03-5411-7171,東京都港区南青山3-14-1 ,1122,tempura
,天茂,赤坂駅 235m , 天ぷら、天丼,,"￥8,000～￥9,999","￥8,000～￥9,999",3.57,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1308/A130801/13002795/,予約可,,東京メトロ千代田線【赤坂駅】徒歩３分東京メトロ銀座線・丸ノ内線【赤坂見附駅】徒歩４分東京メトロ銀座線・南北線【溜池山王駅】徒歩５分 赤坂駅から235m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.67335163871212,139.73845258432445",03-3584-3746,東京都港区赤坂3-6-10 第3セイコービル 2F,744,tempura
,天秀,新宿西口駅 186m , 天ぷら、日本料理、天丼,4月26日リニューアルオープン 当日のご予約はお電話にて承ります,"￥10,000～￥14,999","￥10,000～￥14,999",3.57,,https://tabelog.com/tokyo/A1304/A130401/13017455/,予約可,・ネット予約不可の場合でもご予約をお受付できる場合がございますので直接当店までお問い合わせ下さい。・当日キャンセルはキャンセル料を頂戴致します。・席のみのご予約の場合はお一人様¥8250・コースでご予約の場合はコース料金全額,ＪＲ新宿駅 西口より徒歩７分大江戸線 新宿西口駅より徒歩５分 新宿西口駅から186m,11:30 - 13:30L.O. 13:30,リニューアルオープンのお知らせ令和6年4月26日よりリニューアルオープン致します。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.69400707545291,139.69714447211948",03-5386-3630,東京都新宿区西新宿7-12-21 ,543,tempura
,五代目 花山うどん 日本橋店,日本橋駅 116m , うどん、天ぷら、日本料理,【日本橋駅徒歩2分】群馬県産素材にこだわった逸品と日本一に輝いた「鬼ひも川」を是非,"￥2,000～￥2,999","￥2,000～￥2,999",3.57,-,https://tabelog.com/tokyo/A1302/A130202/13266849/,予約可,,東京メトロ銀座線/東西線 日本橋駅 　C4出口　徒歩2分都営浅草線 日本橋駅 C4出口　徒歩2分JR 東京駅 徒歩8分 日本橋駅から116m,11:00 - 15:30L.O. 15:00,■ 営業時間【月～金】ランチ、ディナー営業あり【土～日】ランチ営業のみ　※祝日もランチのみの営業です。※平日ディナーのみご予約承ります。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）） QRコード決済不可,"35.68114373871869,139.7746526843778",03-6910-3808,東京都中央区日本橋2-10-12 プレリー日本橋ビル 1F,353,tempura
,さぬきや,学芸大学駅 227m , うどん、天ぷら、日本料理,,"￥1,000～￥1,999","￥1,000～￥1,999",3.57,月曜日、日曜日,https://tabelog.com/tokyo/A1317/A131702/13018265/,予約不可,,東急東横線学芸大学駅西口徒歩5分 学芸大学駅から227m,,,カード不可 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ）,"35.62974173872215,139.6830154839228",03-3710-0557,東京都目黒区鷹番3-19-15 ,225,tempura
,テンキ,渋谷駅 495m , 天ぷら、ビストロ,フレンチの技法を織り交ぜた“新感覚”天ぷらが自慢。豊富な白ワインと共に楽しめる大人の遊び場,"￥8,000～￥9,999","￥8,000～￥9,999",3.57,,https://tabelog.com/tokyo/A1303/A130301/13280396/,予約可,・Web枠がなくてもお電話だと良いことがあるかもしれません。・現金でのお会計ができません。・混み合った場合2時間制とさせていただきます。・苦手な食材やアレルギーをお持ちの方はお伝えください。・仕入れ状況によりメニューが変更になる場合もあります。・お席のご指定は受け付けておりません。・その他お客様のご要望にできるだけお応えしていきたいと思いますのでお気軽にご相談ください。,渋谷駅から徒歩約10分ビルの1Fは焼き鳥かみむらさんです。 渋谷駅から495m,17:00 - 00:00,■ 営業時間10/26 23:00閉店■ 定休日(不定休)10/22、27、11/17,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.65462434479225,139.6983550689613",03-6427-0503,東京都渋谷区桜丘町29-26 エクセレンスビルディング桜丘町 2F,211,tempura
食べログ 天ぷら 百名店 2023 選出店,天ぷら はせ川,錦糸町駅 350m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,日曜日、祝日,https://tabelog.com/tokyo/A1312/A131201/13143482/,予約可,,JR総武線「錦糸町駅」南口より、徒歩8分東京メトロ 半蔵門線「錦糸町駅」1出口より、徒歩9分 錦糸町駅から350m,,,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.69418753872234,139.8121070844833",03-3631-3927,東京都墨田区江東橋2-7-10 ,76,tempura
,天てんぷら うち津,広尾駅 451m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,-,https://tabelog.com/tokyo/A1307/A130703/13055112/,予約可,,日比谷線広尾駅より天現寺交差点から明治通り沿い　徒歩約5分 広尾駅から451m,18:00 - 23:00,■ 定休日不定休,カード可 （VISA、Master、AMEX） 電子マネー不可,"35.64787733872281,139.7212694840792",03-6408-9591,東京都渋谷区広尾5-25-4 宝ビル1階,75,tempura
,天ぷら いせ,大森海岸駅 179m , 天ぷら,,-,-,3.56,-,https://tabelog.com/tokyo/A1315/A131502/13042563/,予約可,,ＪＲ大森駅　徒歩７分京浜急行電鉄　大森海岸駅　徒歩３分 大森海岸駅から179m,,,カード不可 電子マネー不可 QRコード決済不可,"35.58796853876474,139.73340928346556",03-3768-0750,東京都品川区南大井3-29-8 勝又ビル1F,250,tempura
,直白,神保町駅 297m , うどん、揚げ物、天ぷら,,～￥999,～￥999,3.56,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13171457/,予約可,,都営地下鉄三田線・新宿線、東京メトロ半蔵門線【神保町駅】徒歩５分ＪＲ中央線・総武線【御茶ノ水駅】御茶ノ水橋口　徒歩７分 神保町駅から297m,11:00 - 15:30,■ 営業時間土曜、日曜は不定休になります。Xにて最新の情報をご確認下さい。麺切れ次第終了。手打ちのため一日に作れる数が決まっています。麺切れ次第終了のため、営業の有無はご連絡下さい。夜営業は予約のみ,カード不可 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.697808338703425,139.7599222845564",03-3219-4722,東京都千代田区神田猿楽町1-5-3 リッツお茶の水ビル 1F,221,tempura
,玄蕎麦 路庵,下北沢駅 355m , そば、うどん、天ぷら,,"￥2,000～￥2,999","￥2,000～￥2,999",3.56,月曜日、日曜日,https://tabelog.com/tokyo/A1318/A131802/13175265/,予約可,ご予約は平日夜１７:３０～１８:３０の間でよろしければ承ります。平日の１８：３０以降と土日祝日はご予約不可となり、御来店いただいてからのご案内とさせていただきます。恐れ入りますが何卒ご協力宜しくお願い致します。,下北沢駅東口より徒歩6分 下北沢駅から355m,11:30 - 14:30,■ 営業時間お蕎麦の売り切れ仕舞い有り■ 定休日毎週日曜　月曜（祝日の場合も休業）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、au PAY）,"35.65840633869927,139.66834558422266",03-3421-3033,東京都世田谷区代沢2-28-9 ,208,tempura
,もも瀬,市ケ谷駅 593m , 天ぷら、天丼、あなご,,-,-,3.56,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1309/A130904/13006405/,予約不可,,都営地下鉄新宿線【市ヶ谷駅】徒歩７分東京メトロ半蔵門線、都営地下鉄新宿線【九段下駅】徒歩９分ＪＲ中央線【市ケ谷駅】徒歩10分東京メトロ有楽町線・南北線【市ケ谷駅】徒歩12分 市ケ谷駅から593m,11:30 - 14:00L.O. 13:30,■ 営業時間※夜は前日までの予約制,カード可 電子マネー不可 QRコード決済不可,"35.69313013870122,139.74370748452054",03-3262-0308,東京都千代田区九段南3-7-12 九段玉川ビル B1F,201,tempura
,明神下 蕎麦 おしん,御茶ノ水駅 321m , そば、天ぷら、居酒屋,,"￥5,000～￥5,999","￥5,000～￥5,999",3.56,水曜日,https://tabelog.com/tokyo/A1311/A131101/13288659/,予約可,,JR御茶ノ水聖橋口より徒歩６分銀座線 末広町駅より徒歩５分神田明神女坂下 御茶ノ水駅から321m,11:30 - 15:00L.O. 14:30,第一・第三火曜日も定休となります。,カード可 電子マネー可 QRコード決済可,"35.700800638704216,139.7683957845807",03-5577-5709,東京都千代田区外神田2-8-2 ,120,tempura
,うなぎ四代目菊川 羽田エアポートガーデン店,羽田空港第３ターミナル（京急）駅 217m , うなぎ、海鮮、天ぷら,うなぎ問屋直営 関西風うなぎの『パリッ・フワッ・トロッ』を 世界の窓口羽田空港で楽しめます。,"￥4,000～￥4,999","￥4,000～￥4,999",3.56,,https://tabelog.com/tokyo/A1315/A131504/13280605/,予約可,ご希望のお時間にご予約が出来ない場合でも入店時間や滞在時間をご調整頂ければご案内できる場合もございます。ぜひお電話にてお問い合わせ下さい。,京急本線エアポート行き 羽田空港第３ターミナル駅（京急）から217m,11:00 - 22:00L.O. 21:00,■ 定休日年中無休（施設の休みに準ずる）,カード可 （VISA、Master、JCB） 電子マネー可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.544187838802586,139.76495188300123",03-5579-7507,東京都大田区羽田空港2-7-1 羽田エアポートガーデン 1F,108,tempura
,天ぷら 中山,人形町駅 226m , 天ぷら、天丼,,-,-,3.55,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1302/A130204/13018093/,予約可,,地下鉄浅草線・日比谷線人形町駅地下鉄半蔵門線水天宮前駅から、徒歩３分程度 人形町駅から226m,,,カード不可 電子マネー不可 QRコード決済不可,"35.684073938719386,139.78267758440174",03-3661-4538,東京都中央区日本橋人形町1-10-8 ,1035,tempura
,之村,御成門駅 258m , 天ぷら,,"￥2,000～￥2,999","￥2,000～￥2,999",3.55,日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13226656/,予約可,,JR線 新橋駅 徒歩10分三田線 御成門駅 徒歩4分 御成門駅から258m,,,カード不可 電子マネー不可,"35.66200343872414,139.75359878419923",03-6721-5343,東京都港区新橋6-13-13 1F,451,tempura
,まさる,浅草（東武・都営・メトロ）駅 181m , 天丼、天ぷら,,"￥3,000～￥3,999","￥3,000～￥3,999",3.55,水曜日、日曜日,https://tabelog.com/tokyo/A1311/A131102/13003673/,予約不可,,東武線浅草駅・徒歩５分程（浅草 新仲見世通りの「今半本店」前の路地の突き当りに在る。） 浅草駅（東武・都営・メトロ）から181m,11:00 - 15:00L.O. 14:30,■ 営業時間※材料なくなり次第終了,カード不可 電子マネー不可 QRコード決済可,"35.71212133870607,139.79679918467517",03-3841-8356,東京都台東区浅草1-32-2 ,404,tempura
食べログ 天ぷら 百名店 2023 選出店,天寿ゞ,上野御徒町駅 134m , 天ぷら、天丼、日本料理,,-,-,3.55,水曜日,https://tabelog.com/tokyo/A1311/A131101/13008518/,予約可,土日祝の昼は12時までの入店のみ,東京メトロ銀座線　上野広小路駅都営地下鉄大江戸線　上野御徒町駅JR山手線他　御徒町駅東京メトロ千代田線　湯島駅東京メトロ日比谷線　仲御徒町駅ＪＲ御徒町駅北口から 徒歩5分 上野御徒町駅から134m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70885243870038,139.7724528846592",03-3831-6360,東京都台東区上野2-6-7 ,374,tempura
,お料理やまもと,蒲田駅 520m , 日本料理、海鮮、天ぷら,,"￥3,000～￥3,999","￥3,000～￥3,999",3.55,-,https://tabelog.com/tokyo/A1315/A131503/13069277/,予約可,,JR蒲田駅（東口）から、徒歩10分京急蒲田駅（西口）から、徒歩10分 蒲田駅から520m,,,カード不可 電子マネー不可 QRコード決済不可,"35.55814423877881,139.718124183175",03-3737-1121,東京都大田区蒲田本町2-1-21 ,104,tempura
,天ぷらいちかわ,浅草（つくばＥＸＰ）駅 406m , 天ぷら、居酒屋、日本料理,素材・出汁・油…すべてにこだわり抜いた珠玉の天ぷらを。下町・浅草で揚げたてを楽しめる人気店,"￥10,000～￥14,999","￥10,000～￥14,999",3.55,,https://tabelog.com/tokyo/A1311/A131102/13114897/,予約可,カウンター、テーブル席の指定の希望がある場合はメッセージかお電話ください。(御連絡が無い場合はこちらで席の指定をさせて頂きます。)当日のキャンセルはコースの100%頂きます。,つくばエクスプレス 浅草駅より徒歩6分東京メトロ 銀座線 浅草駅より徒歩15分都営浅草線 浅草駅より徒歩15分 浅草駅（つくばＥＸＰ）から406m,11:00 - 14:00,■ 営業時間ランチ 最終入店13:00ディナー 最終入店19:00時間外、定休日の営業は応相談■ 定休日火曜日、水曜日(祝日の場合は営業します)お盆は営業します。,カード可 （VISA、Master） 電子マネー不可 QRコード決済不可,"35.71769373870115,139.7924590847345",03-3875-2630,東京都台東区千束1-1-12 ,84,tempura
,天ぷら 大塚,入谷駅 438m , 天ぷら,,"￥10,000～￥14,999","￥10,000～￥14,999",3.55,月曜日、火曜日,https://tabelog.com/tokyo/A1311/A131104/13117147/,完全予約制,,東京メトロ日比谷線入谷駅１番出口より徒歩８分 入谷駅から438m,,,カード可 電子マネー不可 QRコード決済不可,"35.71971293869887,139.78932278475708",03-3873-8826,東京都台東区入谷2-12-11 ,71,tempura
,薫屋,阿佐ケ谷駅 808m , そば、日本料理、天ぷら,,-,-,3.55,-,https://tabelog.com/tokyo/A1321/A132104/13160208/,,,ＪＲ中央線【阿佐ケ谷駅】徒歩11分 阿佐ケ谷駅から808m,,,カード不可 電子マネー不可 QRコード決済不可,"35.71199093865425,139.63384628478806",03-5373-5188,東京都杉並区阿佐谷北3-37-13 ,36,tempura
,肉讃岐 甚三うどん 神田店,小川町駅 416m , うどん、カレーうどん、天ぷら,,-,-,3.54,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13254233/,予約不可,,小川町駅  徒歩３分神保町駅  徒歩３分竹橋駅      徒歩４分神田駅      徒歩６分 小川町駅から416m,11:00 - 15:00,■ 営業時間玉切れ次第終了■ 定休日年末年始、GW、お盆,カード不可 電子マネー不可 QRコード決済不可,"35.692985238707315,139.7625268845059",03-6811-0403,東京都千代田区神田錦町3-2-2 三基ビル 1F,202,tempura
,天ぷら 銀座おのでら 並木通り店,新橋駅 286m , 天ぷら、日本料理,お客様の心にまで響く「本物の天ぷら」を提供,"￥20,000～￥29,999","￥20,000～￥29,999",3.54,,https://tabelog.com/tokyo/A1301/A130101/13186911/,予約可,11:30〜と13:30〜のお席は二部制となっております。土日祝は二部制でご案内させていただきますのでご了承ください。※11:30〜13:15、13:30〜15:30の二部制,銀座線新橋駅3番出口から徒歩2分JR新橋駅から徒歩4分 新橋駅から286m,11:30 - 15:00,■ 営業時間ランチ【月～金】最終入店13:00【土日祝】最終入店13:3011:30のお席、13:30のお席の二回転制でございます。ディナー最終入店19:30■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.66855463872201,139.75998688426094",03-6264-5738,東京都中央区銀座8-5-10 金成ビル 6F,146,tempura
,天冨良 麻布よこ田 新宿別邸,新宿駅 371m , 天ぷら、日本料理、寿司,ミシュランガイド8年連続掲載店。麻布十番 天冨良 よこ田が新宿に出店 本物の天冨良をご堪能。,"￥10,000～￥14,999","￥10,000～￥14,999",3.54,,https://tabelog.com/tokyo/A1304/A130401/13279574/,予約可,席時間を決めさせていただいています。大きなお荷物、キャリーケースを持ってのご来店はお控えください。パソコン等のご使用はお断りさせていただきます。,JR新宿駅南口　徒歩3分京王線　新線新宿駅　7番出口 徒歩2分 新宿駅から371m,11:30 - 15:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.688332738689375,139.69694068450488",03-6258-1168,東京都新宿区西新宿1-19-13 青鈴ビル 3F,144,tempura
,天ぷら なかざわ,小川町駅 123m , 天ぷら,,"￥8,000～￥9,999","￥8,000～￥9,999",3.54,-,https://tabelog.com/tokyo/A1310/A131002/13227273/,予約可,,都営新宿線　小川町駅　Ａ７　徒歩３分東京メトロ千代田線　新お茶の水駅　Ｂ３　徒歩２分 小川町駅から123m,,,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可,"35.696081115179304,139.76618836475987",03-6260-8047,東京都千代田区神田淡路町1-13 ,36,tempura
,沙伽羅,赤坂見附駅 236m , そば、居酒屋、天ぷら,◇赤坂駅徒歩1分◇酒・蕎麦・肴にこだわり抜いた沙伽羅。上質な酒と料理を心ゆくまで楽しんで,"￥8,000～￥9,999","￥8,000～￥9,999",3.53,,https://tabelog.com/tokyo/A1308/A130801/13050321/,予約可,,地下鉄 銀座線・丸の内線 赤坂見附駅ベルビー赤坂方面出口から 徒歩3分地下鉄 千代田線 赤坂駅１a出口から　徒歩　１分 赤坂見附駅から236m,11:30 - 14:00L.O. 13:15,■ 定休日毎週日曜日は今暫くお休みします。また不定期ですが土曜日、祝日も休みの場合が有りますので、ご連絡の上、確認をお願い致します。,カード可 電子マネー不可 QRコード決済可 （d払い）,"35.67458483871104,139.73756468433754",03-3589-4557,東京都港区赤坂3-11-7 ソシアル赤坂ビル 1F,469,tempura
,手打蕎麦 ふじや,西新宿駅 148m , そば、天ぷら、日本酒バー,”十割”と”二八”の食べ比べを愉む◆丁寧に手打ちされた十割蕎麦を味わいながら日本酒を一献,"￥5,000～￥5,999","￥5,000～￥5,999",3.53,,https://tabelog.com/tokyo/A1304/A130401/13243026/,予約可,●個室のご利用は、6600円コースのご予約をお願いしております。※個室の予約が埋まっている場合は、個室を選択する画面は表示されません。●食べログネット予約は4400円か6600円コースのみとなります。●お席のみ（アラカルト）予約のお客様は電話にてお問い合わせください。●無断キャンセル履歴がある方は当店よりキャンセル処理を行う場合がございます。,丸の内線　西新宿駅より徒歩1分　　西武新宿駅より徒歩6分 西新宿駅から148m,11:30 - 14:00,■ 営業時間※ランチタイムの予約は出来ません。[月～金]11:30～売り切れまで(13:30〜14:00前後）[隔週土曜]11:30～売り切れまで(13:30〜14:00前後）■ 定休日隔週の土曜（土曜の営業日はお問い合わせください。）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、楽天ペイ、au PAY）,"35.69406353868497,139.69456128456443",03-5937-4414,東京都新宿区西新宿7-21-3 西新宿大京ビル 1F,228,tempura
食べログ 天ぷら 百名店 2023 選出店,天一 本店,銀座駅 181m , 天ぷら、天丼、レストラン,7/4より営業再開。伝統と革新が同居する新しい本店をご体験ください,"￥10,000～￥14,999","￥10,000～￥14,999",3.53,-,https://tabelog.com/tokyo/A1301/A130101/13002572/,予約可,,銀座駅B6出口から徒歩5分（並木通りを進み右手）[利用可能路線]東京メトロ　銀座線東京メトロ　日比谷線東京メトロ　丸の内線※JR・有楽町線　有楽町駅からもお越し頂けます 銀座駅から181m,11:30 - 16:00,■ 営業時間お持ち帰りの天丼弁当をご用意しております■ 定休日なし（但し1月1日は除く）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67089403872136,139.7625720842827",03-3571-1949,東京都中央区銀座6-6-5 ,224,tempura
,てんぷら 山の上 Roppongi 東京ミッドタウン店,乃木坂駅 383m , 天ぷら、日本料理,選りすぐりの食材を『天ぷら』で堪能。〜「和」と「老舗クラシック感」を融合させた新たな意匠〜,"￥20,000～￥29,999","￥20,000～￥29,999",3.53,-,https://tabelog.com/tokyo/A1307/A130701/13037326/,予約可,,大江戸線「六本木駅」8番出口より直結日比谷線「六本木駅」より地下通路にて直結千代田線「乃木坂駅」3番出口より徒歩約3分南北線「六本木一丁目駅」1番出口より徒歩約10分 乃木坂駅から383m,11:00 - 14:00,■ 定休日不定休（東京ミッドタウンに準ずる）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.666822738713726,139.73052708426408",03-5413-3577,東京都港区赤坂9-7-4 東京ミッドタウン ガレリア ガーデンテラス 3F,222,tempura
,天あさ,新橋駅 335m , 天ぷら、天丼,,"￥10,000～￥14,999","￥10,000～￥14,999",3.53,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13005013/,予約可,,ＪＲ新橋駅 徒歩5分 地下鉄銀座線銀座駅 徒歩7分 新橋駅から335m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.66850293872235,139.7609148842597",03-5568-6200,東京都中央区銀座8-7-19 すずりゅうビル,150,tempura
,そば一仁,千歳船橋駅 192m , そば、天ぷら、スイーツ,,"￥4,000～￥4,999","￥4,000～￥4,999",3.53,月曜日、日曜日,https://tabelog.com/tokyo/A1318/A131813/13174657/,予約可,,小田急線千歳船橋駅より徒歩3分 みずほ銀行裏 千歳船橋駅から192m,11:30 - 14:30L.O. 14:00,■ 定休日祝日に関わらず、毎週日曜日、月曜日定休日になります。,カード可 （VISA、Master、AMEX） 電子マネー不可 QRコード決済不可,"35.646630038692216,139.62265978413572",03-5799-6517,東京都世田谷区桜丘2-26-11 ,138,tempura
,天婦羅 みやこし,新御徒町駅 425m , 天ぷら,,"￥8,000～￥9,999","￥8,000～￥9,999",3.53,-,https://tabelog.com/tokyo/A1311/A131103/13008661/,予約可,,都営大江戸線新御徒町駅A4出口より徒歩8分都営浅草線蔵前駅A0出口より徒歩8分 新御徒町駅から425m,,,カード可 （VISA、Master、JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.70499613870724,139.7862596846106",03-3864-7374,東京都台東区三筋2-5-10 宮腰ビル 1F,136,tempura
,蕎庵 あおい,氷川台駅 205m , そば、日本酒バー、天ぷら,,"￥3,000～￥3,999","￥3,000～￥3,999",3.53,,https://tabelog.com/tokyo/A1322/A132202/13144893/,予約可,夜は予約をしていくことをお勧めします。,東京METRO有楽町線氷川台駅、徒歩5分西武池袋線桜台駅、徒歩15分 氷川台駅から205m,11:45 - 15:00,■営業時間[水］11:45～14:00[木・金・土］11:45～14:0018:00～21:00■定休日月曜・日曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.74775083864152,139.66516988512734",03-5999-2480,東京都練馬区桜台3-42-24 風祭マンション 001,79,tempura
,天ぷら 小宮山,高円寺駅 97m , 天ぷら,,"￥6,000～￥7,999","￥6,000～￥7,999",3.53,月曜日,https://tabelog.com/tokyo/A1319/A131904/13204275/,予約可,,高円寺北口徒歩２分 高円寺駅から97m,18:00 - 22:30L.O. 21:00,■ 営業時間電話を頂ければ21時過ぎでもお待ちしております。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.706178838662915,139.64941948471844",03-5356-7377,東京都杉並区高円寺北3-22-12 2F,64,tempura
,天ぷら 銀座おのでら 東銀座店,東銀座駅 94m , 天ぷら、日本料理,銀座の落ち着いた空間で食す上質な天ぷら！料理長の厳選した日本各地の食材を使用。,"￥20,000～￥29,999","￥20,000～￥29,999",3.53,,https://tabelog.com/tokyo/A1301/A130101/13230620/,予約可,,日比谷線　東銀座駅より徒歩２分浅草線　　東銀座駅より徒歩２分銀座線　　銀座駅より徒歩６分 東銀座駅から94m,12:00 - 15:00,■ 営業時間通常営業致しております。【平日】ランチ（最終入店13:00）ディナー（最終入店19:30)【土日祝】ランチ（最終入店12:30）ディナー（最終入店19:30）■ 定休日年末年始,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay、d払い）,"35.668587938724194,139.7668847842564",03-6278-8196,東京都中央区銀座5-14-14 サンリット銀座ビルⅢ 4F,55,tempura
,天麩羅 四季彩 村松,湯島駅 114m , 天ぷら,,"￥20,000～￥29,999","￥20,000～￥29,999",3.53,月曜日、日曜日,https://tabelog.com/tokyo/A1311/A131101/13207731/,予約可,当日のご予約等に関しましてはお電話にてお問合せください。,東京メトロ千代田線「湯島」駅より徒歩3分東京メトロ銀座線「上野広小路」駅より徒歩3分都営地下鉄大江戸線「上野御徒町」駅より徒歩3分JR山手線・京浜東北線「御徒町」駅より徒歩5分 湯島駅から114m,11:30 - 13:30L.O. 13:00,■ 定休日月曜・日曜（月曜日祝日）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70739163870091,139.77113898464538",03-5826-8339,東京都文京区湯島3-37-3 ,48,tempura
