awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,transportation,opening_time,extra_holiday_info,payment_methods,geo_coordinates,telephone,address,num_review,type,visited,latitude,longitude
,光寿司 東向島店,東向島駅 304m , 寿司,,"￥4,000～￥4,999","￥4,000～￥4,999",3.57,月曜日,https://tabelog.com/tokyo/A1312/A131203/13017951/,予約可,,東武伊勢崎線【東向島駅】徒歩４分 東向島駅から304m,11:40 - 13:00,■ 定休日第３火曜日(盆と正月)...令和５年１月から毎週月曜日と第３火曜日と水曜日,カード不可 電子マネー不可 QRコード決済可 （PayPay）,"35.727002049147586,139.8181687352504",03-3616-8419,東京都墨田区東向島4-41-5 ,129,sushi,False,35.727002049147586,139.8181687352504
,立喰い鮨 浩也,大門駅 202m , 寿司、寿司(立ち食い寿司)、日本料理,ネット予約不可の時間帯もお電話頂けたらご案内可能な時も御座いますので、お電話ください。,"￥8,000～￥9,999","￥8,000～￥9,999",3.57,,https://tabelog.com/tokyo/A1314/A131401/13293754/,予約可,混雑時は90分制とさせて頂いております。ご了承下さい。,浜松駅から徒歩5.6分大門駅A4出口から徒歩1分 大門駅から202m,12:00 - 14:00,■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.65857575746284,139.75458688840968",03-5843-8775,東京都港区芝大門1-4-4 ,126,sushi,False,35.65857575746284,139.75458688840968
,淳ちゃん寿司,山田駅 181m , 寿司、海鮮,,"￥5,000～￥5,999","￥5,000～￥5,999",3.57,水曜日,https://tabelog.com/tokyo/A1329/A132904/13251161/,予約可,予約状況、売切れなどでご案内出来ない場合がありますのでご予約をおすすめします。,京王高尾線山田駅徒歩3分スキップ1分 山田駅から181m,11:30 - 14:00,■ 営業時間売り切れ次第早仕舞いあり。,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い、楽天ペイ、au PAY）,"35.64588113859687,139.32180788433902",042-657-8700,東京都八王子市緑町291-5 SUGIマンション2 1F,125,sushi,False,35.64588113859687,139.32180788433902
,まぐろ白川,梅島駅 239m , 寿司、丼,,"￥1,000～￥1,999","￥1,000～￥1,999",3.57,-,https://tabelog.com/tokyo/A1324/A132404/13247147/,予約可,,東武線 梅島駅から徒歩3～4分足立区役所方面 梅島駅から239m,11:30 - 14:00,■ 営業時間※ネタ切れ次第終了。来店前に電話いただけますと確実です■ 定休日不定休,カード不可 電子マネー不可,"35.77347243866822,139.80029988529242",03-5888-6206,東京都足立区梅島1-16-19 ,124,sushi,False,35.77347243866822,139.80029988529242
,鮨 六式,六本木一丁目駅 371m , 寿司、かに、日本料理,時間を忘れ、職人の握る寿司を摘まむ至福の時間。六本木の中心地で静かに佇む寿司店,"￥15,000～￥19,999","￥15,000～￥19,999",3.57,,https://tabelog.com/tokyo/A1307/A130701/13192887/,予約可,,日比谷線六本木駅3番出口 徒歩5分／大江戸線六本木駅3番出口 徒歩5分／南北線六本木一丁目駅 徒歩6分 六本木一丁目駅から371m,18:00 - 03:00,■ 営業時間【平日・土】最終入店　翌1:00,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.662097938718816,139.73708908421173",03-6459-1237,東京都港区六本木3-17-2 MF六本木 1F,116,sushi,False,35.662097938718816,139.73708908421173
,晶,市場前駅 347m , 寿司、海鮮丼,【豊洲市場◆水産仲卸売場棟3階】朝7時～14時まで営業◎旬の味覚を楽しめる本格江戸前鮨,-,-,3.57,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1313/A131307/13204803/,予約不可,,新交通ゆりかもめ 市場前駅 徒歩3分市場前駅の改札を出て正面突き当りを右に進み3分ほど直進すると右側に「関連飲食店舗」という入り口がございますので中にお入りください。右方向に当店がございます。 市場前駅から347m,07:00 - 15:00L.O. 14:00,■ 営業時間ネタがなくなり次第終了する場合があります。■ 定休日豊洲市場に準ずる,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済不可,"35.644326938744555,139.78240948400045",03-6633-0041,東京都江東区豊洲6-5-1 水産仲卸棟 3F,112,sushi,False,35.644326938744555,139.78240948400045
,鮨 のべつ,新橋駅 363m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.57,,https://tabelog.com/tokyo/A1301/A130103/13271082/,予約可,,銀座駅から徒歩5分新橋駅から徒歩5分 新橋駅から363m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66866003872232,139.76114478426118",03-5962-8720,東京都中央区銀座8-7-20 イセキビル 1F,103,sushi,False,35.66866003872232,139.76114478426118
,鮨 福元,下北沢駅 489m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.57,水曜日,https://tabelog.com/tokyo/A1318/A131802/13019424/,予約可,好き嫌い、アレルギーなどございましたら対応させて頂きます。ご予約時にお伝えください。,下北沢駅　南西口改札徒歩7分新代田駅　徒歩10分東北沢駅　徒歩13分池ノ上駅　徒歩12分住宅街でお店の場所が分かりにくい為、タクシーでご来店の場合は住所「世田谷区代沢5-17-6」をnavi入力するのをお勧めします。 下北沢駅から489m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.65712013869955,139.66663118421084",03-5481-9537,東京都世田谷区代沢5-17-6 はなぶビル　Ｂ１Ｆ,102,sushi,False,35.65712013869955,139.66663118421084
,あてまき喜重朗,立川北駅 81m , 寿司、日本酒バー、居酒屋,,"￥4,000～￥4,999","￥4,000～￥4,999",3.57,火曜日,https://tabelog.com/tokyo/A1329/A132901/13196588/,予約可,,JR立川駅北口から徒歩5分。多摩モノレール立川北駅から徒歩3分。 立川北駅から81m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、iD、QUICPay） QRコード決済可 （PayPay、d払い）,"35.69981123859126,139.41170438482075",042-595-9885,東京都立川市曙町1-30-15 ,83,sushi,False,35.69981123859126,139.41170438482075
,三桝家,吉祥寺駅 163m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,日曜日,https://tabelog.com/tokyo/A1320/A132001/13015991/,予約可,,吉祥寺駅から163m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.702089438643746,139.58111228472504",0422-43-3269,東京都武蔵野市吉祥寺南町2-4-15 ,71,sushi,False,35.702089438643746,139.58111228472504
,鮨わたなべ,四谷三丁目駅 211m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,-,https://tabelog.com/tokyo/A1309/A130903/13170589/,予約可,,東京メトロ丸ノ内線【四谷三丁目駅】徒歩４分都営地下鉄新宿線【曙橋駅】徒歩６分ＪＲ中央線【四ツ谷駅】徒歩12分東京メトロ丸ノ内線・南北線【四ツ谷駅】徒歩12分 四谷三丁目駅から211m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可,"35.68907713869705,139.72251078449446",03-5315-4238,東京都新宿区荒木町7 四谷三番館 1F,65,sushi,False,35.68907713869705,139.72251078449446
,ひげ勘,神保町駅 217m , 寿司、海鮮,,"￥6,000～￥7,999","￥6,000～￥7,999",3.57,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13248049/,予約可,,神保町駅 徒歩3分 神保町駅から217m,11:45 - 14:00,■ 営業時間売り切れ次第終了※現在夜営業は休業中■ 定休日2021/8/16～8/18は夏季休業,カード可 （JCB、AMEX） 電子マネー不可 QRコード決済不可,"35.69429803870451,139.7563472845235",03-3263-6886,東京都千代田区一ツ橋2-6-2 日本教育会館 B1F,61,sushi,False,35.69429803870451,139.7563472845235
,鮨松波,田原町駅 368m , 寿司,,"￥6,000～￥7,999","￥6,000～￥7,999",3.57,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1311/A131102/13003660/,予約可,,浅草駅（東武・都営・メトロ）から372m 田原町駅から368m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.70835383870765,139.7942343846389",03-3841-4317,東京都台東区駒形1-9-5 松波ビル,58,sushi,False,35.70835383870765,139.7942343846389
,鮨 てつ也,池袋駅 567m , 寿司、海鮮,,"￥15,000～￥19,999","￥15,000～￥19,999",3.57,日曜日,https://tabelog.com/tokyo/A1305/A130501/13206481/,予約可,【キャンセルポリシー】キャンセル(ご人数の減少含む)に関してご来店時間より起算して下記の通りキャンセル料を頂戴させて頂きますので予めご了承下さい。1名様～3名様：24時間以降 100%4名様以上：48時間以降 100%少ない席数で営業しております。ご理解・ご協力をお願い致します。,"JR池袋駅 西口(北)地上出口(20a, 20b)より　徒歩6分 池袋駅から567m",17:00 - 22:00,■ 営業時間※開店時間はその日のご予約により変わります。■ 定休日月曜日の祝日,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.73500073866415,139.71078328496657",03-5985-4201,東京都豊島区池袋2-63-6 パレスガーデンミラノ 2F,57,sushi,False,35.73500073866415,139.71078328496657
,鮨いさお,西荻窪駅 74m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.57,水曜日,https://tabelog.com/tokyo/A1319/A131907/13201241/,予約可,,西荻窪駅から74m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.70443083864809,139.59942608473582",03-3394-9288,東京都杉並区西荻北3-18-16 ,57,sushi,False,35.70443083864809,139.59942608473582
,鮨いち伍,千歳烏山駅 479m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.57,,https://tabelog.com/tokyo/A1318/A131809/13147593/,予約可,,京王線千歳烏山駅から徒歩7分 千歳烏山駅から479m,,,カード可 （JCB、AMEX、Diners）,"35.664163638674864,139.6031708843265",03-3307-5591,東京都世田谷区粕谷4-18-7 ,53,sushi,False,35.664163638674864,139.6031708843265
,鮨 石橋正和,新橋駅 317m , 寿司、日本料理,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13216521/,完全予約制,,地下鉄銀座駅より６分新橋駅より５分 新橋駅から317m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可,"35.668772638721954,139.76021788426294",03-5537-8331,東京都中央区銀座8-5-8 かわばたビル 3F,49,sushi,False,35.668772638721954,139.76021788426294
,鮨 こいけ,人形町駅 98m , 寿司、海鮮,,"￥10,000～￥14,999","￥10,000～￥14,999",3.57,月曜日,https://tabelog.com/tokyo/A1302/A130204/13278181/,予約可,,日比谷線人形町駅より徒歩3分浅草線人形町駅より徒歩3分 人形町駅から98m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68551993369669,139.78164626424817",03-6822-7934,東京都中央区日本橋人形町1-4-13 重本ビル 2F,45,sushi,False,35.68551993369669,139.78164626424817
,鮨處 はる駒,神保町駅 173m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.57,日曜日,https://tabelog.com/tokyo/A1310/A131003/13223919/,予約可,,神保町駅から173m,,,カード不可 電子マネー不可 QRコード決済不可,"35.69690476144538,139.7573418393185",03-3511-2557,東京都千代田区神田神保町2-14 ,42,sushi,False,35.69690476144538,139.7573418393185
,鮨大,八丁堀駅 398m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.57,-,https://tabelog.com/tokyo/A1302/A130203/13072449/,予約可,,八丁堀駅から398m,,,カード可 （VISA、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.676745438723586,139.78124318432873",03-3297-0250,東京都中央区新川2-6-18 ,36,sushi,False,35.676745438723586,139.78124318432873
,鮨 大矢,牛込神楽坂駅 345m , 寿司,名店の技を承継し、穏やかな変調を来す時代と呼応させた現代江戸前鮨,"￥40,000～￥49,999","￥40,000～￥49,999",3.57,,https://tabelog.com/tokyo/A1309/A130905/13285737/,完全予約制,,牛込神楽坂駅　徒歩2分神楽坂駅　徒歩5分飯田橋駅　徒歩7分 牛込神楽坂駅から345m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.701390038694335,139.73855818460763",03-6228-1868,東京都新宿区袋町3-6 神楽坂センタービルANNEX 3F,35,sushi,False,35.701390038694335,139.73855818460763
,鮨 重あり,牛込神楽坂駅 199m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.57,月曜日,https://tabelog.com/tokyo/A1309/A130905/13275142/,予約可,,大江戸線 牛込神楽坂駅 A1出口から徒歩2分 牛込神楽坂駅から199m,17:00 - 23:00,■ 定休日月曜日、第三日曜日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.699010638694304,139.73369858458696",03-6265-0833,東京都新宿区北町21-1 第2信幸ビル 1F,32,sushi,False,35.699010638694304,139.73369858458696
,築地すし大 本館,築地駅 389m , 寿司,,"￥5,000～￥5,999","￥5,000～￥5,999",3.56,-,https://tabelog.com/tokyo/A1313/A131301/13002314/,予約可,テーブル席のみ予約可予約はディナーのみ※日曜日は予約不可,都営大江戸線　築地市場駅  1番・2番出口から徒歩7分（約700m）東京メトロ日比谷線　築地駅　A1出口から徒歩5分（約500m）東京メトロ有楽町線　新富町駅　4番出口から徒歩10分（約800m） 築地駅から389m,,,カード可 （VISA、Master） 電子マネー不可 QRコード決済不可,"35.66458063872846,139.77229988421212",03-3541-3738,東京都中央区築地6-21-2 ,1216,sushi,False,35.66458063872846,139.77229988421212
,根室花まる KITTE丸の内店,東京駅 279m , 寿司(回転寿司),,"￥2,000～￥2,999","￥2,000～￥2,999",3.56,-,https://tabelog.com/tokyo/A1302/A130201/13153777/,予約不可,,ＪＲ東京駅丸の内南口：徒歩１分丸ノ内線東京駅：地下道より直結千代田線二重橋前駅：徒歩２分三田線大手町駅：徒歩２分ＪＲ京葉線東京駅：徒歩３分※JR「東京」駅(丸の内南口)が最寄り 東京駅から279m,11:00 - 23:00L.O. 22:00,■ 定休日不定休 (KITTEに準ずる),カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可 （交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay）,"35.67936899338851,139.765018120294",03-6269-9026,東京都千代田区丸の内2-7-2 KITTE 5F,1206,sushi,False,35.67936899338851,139.765018120294
,松栄 恵比寿本店,恵比寿駅 198m , 寿司、海鮮,,"￥10,000～￥14,999","￥10,000～￥14,999",3.56,,https://tabelog.com/tokyo/A1303/A130302/13003167/,予約可,,JR恵比寿駅西口から徒歩３分東京メトロ日比谷線5番出口から徒歩２分 恵比寿駅から198m,11:30 - 14:15,■ 営業時間【当面の営業時間】ランチ　最終入店 13:15ディナー　最終入店 21:15滞在時間は2時間を目安とさせていただきます。■ 定休日無休（臨時休業を除く）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （PayPay）,"35.646100638719766,139.7080808840705",03-3711-4364,東京都渋谷区恵比寿南1-2-4 ,593,sushi,False,35.646100638719766,139.7080808840705
,すし寿,新宿駅 328m , 寿司、海鮮、日本料理,【11/26ご予約可能】すし寿限定クリスマスコースのご予約を開始いたしました。,"￥10,000～￥14,999","￥10,000～￥14,999",3.56,,https://tabelog.com/tokyo/A1304/A130401/13255875/,予約可,※ご予約確定後のお席タイプの変更(カウンター又は個室)は出来かねますのでご注意ください。※当日のキャンセルは事前にコース用食材を発注する為、代金の100%キャンセル料として頂いております。※万が一ご予約が重複した場合、電話でのご予約を優先させて頂きます。※ご確認がとれない場合、トラブル防止の為キャンセル扱いとさせて頂くことがございます。,新宿駅徒歩1分 新宿駅から328m,12:00 - 14:30,■ 営業時間※酒類の提供は通常通り販売しております。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.689326038688726,139.696846084515",03-6258-5980,東京都新宿区西新宿1-14-17 Queens NSビル B1F,399,sushi,False,35.689326038688726,139.696846084515
,鮨 魯山 新宿店,新宿三丁目駅 51m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.56,-,https://tabelog.com/tokyo/A1304/A130401/13011087/,予約可,カウンター席－終日可。テーブル席－17:00以降（土・日・祝は不可）。個室－17:30以降(4名以上),新宿駅徒歩３分西武新宿駅徒歩６分 新宿三丁目駅から51m,11:00 - 16:00,■ 定休日伊勢丹の休みに準ずる,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー可,"35.69147703868984,139.70465888453123",03-3226-0115,東京都新宿区新宿3-14-1 伊勢丹新宿店 7F,344,sushi,False,35.69147703868984,139.70465888453123
,鮨 きよし,銀座駅 378m , 寿司,銀座久兵衛で四半世紀、修行を重ねた集大成。熟練の技が生み出す握りを五感を使ってご堪能下さい,"￥20,000～￥29,999","￥20,000～￥29,999",3.56,,https://tabelog.com/tokyo/A1301/A130101/13233807/,予約可,,銀座駅 徒歩2分 銀座駅から378m,12:00 - 14:00,■ 定休日月曜日が祝日の場合は翌火曜日が定休日になります,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.670182938721155,139.76054158427698",03-6263-9531,東京都中央区銀座7-3-8 Ginza 7th Place 9F-A,273,sushi,False,35.670182938721155,139.76054158427698
,魚真,東池袋駅 72m , 寿司、海鮮,東池袋駅2分◆魚屋の伝統を継承した確かな目利きと技術で旬の握りと逸品を提供。ランチ定食あり,"￥10,000～￥14,999","￥10,000～￥14,999",3.56,日曜日、祝日,https://tabelog.com/tokyo/A1305/A130501/13039080/,予約可,,ＪＲ池袋東口、徒歩１２分東京メトロ有楽町線東池袋駅、徒歩２分 東池袋駅から72m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.726237038672544,139.71965448487182",03-3971-6324,東京都豊島区東池袋4-3-8 ,236,sushi,False,35.726237038672544,139.71965448487182
,築地秀徳元祖,築地市場駅 362m , 寿司、海鮮,一握入魂 秘伝の赤酢が織りなす圧巻の江戸前寿司 秀徳元祖,"￥8,000～￥9,999","￥8,000～￥9,999",3.56,-,https://tabelog.com/tokyo/A1313/A131301/13139593/,予約可,ランチタイムのご予約は出来ません。,日比谷線　築地駅　①、②番出口　【徒歩7分】大江戸線　築地市場駅　A1番出口　【徒歩8分】 築地市場駅から362m,11:00 - 15:00L.O. 14:30,■ 定休日無休（年末年始は変更あります。お問い合わせください）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可,"35.66485073872785,139.77090338421584",03-3541-4015,東京都中央区築地4-14-16 ,215,sushi,False,35.66485073872785,139.77090338421584
,霞町三◯一ノ一,乃木坂駅 714m , 日本料理、寿司,西麻布の隠れ家的こだわり割烹料理店【霞町三〇一ノ一】!18周年の超お得なコースをご用意！,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,,https://tabelog.com/tokyo/A1307/A130701/13025260/,予約可,連絡なしでのキャンセルはご遠慮ください。オリジナルコースなどでのご予約の場合のキャンセルポリシー前日50％　当日100％※せり鍋コースなどはキャンセルポリシーが変わります。各コースをご覧くださいませ。,西麻布交差点から徒歩4分乃木坂駅（青山墓地方面）から徒歩６分広尾駅（西麻布方面）から徒歩10分六本木駅（西麻布方面）からタクシー5分 乃木坂駅から714m,17:00 - 23:00L.O. 22:30,OPENして18年。〖紹介制〗のみで御予約を受けてきましたが、この度、御客様の幅を広げるため〖予約サイト〗からもご予約を承れるようになりました。是非この機会に、産地直送だったり最高に美味しい食材を堪能しにお足をお運びくださいませ。コースとアラカルト、2軒目でも楽しんでいただけます。　　　　〈2024年の営業のご案内〉12月26日まで,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66101763871485,139.7224642842111",03-6805-3227,東京都港区西麻布2-12-5 MISTY西麻布 3F,191,sushi,False,35.66101763871485,139.7224642842111
,鮨辰巳,新橋駅 290m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13072451/,予約可,,新橋駅から６分地下鉄銀座駅から１２分 新橋駅から290m,11:30 - 14:30,■ 定休日第２・４土曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済可 （d払い）,"35.66868423872188,139.7598221842623",03-5568-8801,東京都中央区銀座8-5-19 ,190,sushi,False,35.66868423872188,139.7598221842623
,後富久ずし,神田駅 437m , 寿司,,"￥8,000～￥9,999","￥8,000～￥9,999",3.56,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131002/13046811/,予約可,,ＪＲ神田駅西口から徒歩５分丸ノ内線大手町駅Ａ１出口から徒歩５分千代田線新御茶ノ水駅Ｂ６出口から徒歩６分 神田駅から437m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.690781038710014,139.76663228448075",03-3293-5226,東京都千代田区内神田1丁目10-1 平富ビルディング,187,sushi,False,35.690781038710014,139.76663228448075
,麻布十番 鮨 無銘,麻布十番駅 213m , 寿司、日本料理、海鮮,正統派の江戸前寿司を確かな技術とセンスで表現。気鋭の大将が織りなす極上の寿司に舌鼓,"￥30,000～￥39,999","￥30,000～￥39,999",3.56,,https://tabelog.com/tokyo/A1307/A130702/13279144/,完全予約制,5名様以上のご予約はお電話にてご相談ください。予約時にアレルギー・苦手な食材等ありましたらご申告頂きます様お願いいたします。メールまたはSMSがご確認いただけない場合、お電話を頂きます様お願いいたします。,麻布十番駅 麻布十番駅から213m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.656331038721405,139.73368858415589",03-3401-8922,東京都港区麻布十番2-5-3 3F,174,sushi,False,35.656331038721405,139.73368858415589
,鮨 イシジマ 新富店,新富町駅 257m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,-,https://tabelog.com/tokyo/A1313/A131301/13204993/,予約可,,新富町駅から257m,,,カード可 （JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.67278703872386,139.77421688429368",03-5244-9693,東京都中央区新富1-8-11 ,160,sushi,False,35.67278703872386,139.77421688429368
,寿司・割烹 鈴政 東京麹町店,麹町駅 213m , 寿司,,"￥10,000～￥14,999","￥10,000～￥14,999",3.56,日曜日、祝日,https://tabelog.com/tokyo/A1308/A130803/13225800/,予約可,ランチ予約不可,有楽町線麹町2番出口徒歩2分 麹町駅から213m,,,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.68372423870465,139.73569258443115",03-3264-6234,東京都千代田区麹町4-7-5 麹町ロイヤルビル 1F,114,sushi,False,35.68372423870465,139.73569258443115
,さかなや別邸,北千住駅 211m , 海鮮、寿司、日本酒バー,完全個室3部屋完備！2名様から18名様までご利用人数に合わせてご案内可能です【北千住4分】,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,-,https://tabelog.com/tokyo/A1324/A132402/13198593/,予約可,予約キャンセル時にはキャンセル料金として2日前50%、前日当日100％のコース料金を頂いています。ご了承ください。,JR北千住駅西口より徒歩３分 北千住駅から211m,11:30 - 13:30L.O. 13:00,■ 営業時間ランチ[月～日]※ランチタイムは前日までの予約制のコース料理のみになります。ディナー[月～日]※終日2時間制とさせていただきます。※コース料理のみになっております。※席だけの予約は承っておりません。予めご了承ください。■ 定休日不定休,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.7482947386851,139.80307518503616",03-5284-7214,東京都足立区千住1-31-12 ,96,sushi,False,35.7482947386851,139.80307518503616
,健寿司,蒲田駅 197m , 寿司,,"￥8,000～￥9,999","￥8,000～￥9,999",3.56,日曜日,https://tabelog.com/tokyo/A1315/A131503/13092558/,予約可,,JR蒲田駅東口　中央通り　徒歩３分 蒲田駅から197m,17:00 - 00:00L.O. 23:40,■ 定休日祝日の月曜,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.5623054224942,139.71820819767353",03-3731-3411,東京都大田区蒲田5-19-3 ,77,sushi,False,35.5623054224942,139.71820819767353
,與兵衛,西大島駅 251m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,-,https://tabelog.com/tokyo/A1312/A131202/13003079/,予約可,,都営バス「西大島駅前」下車、徒歩3分都営地下鉄 新宿線「西大島駅」A2出口より、徒歩4分 西大島駅から251m,,,カード不可 電子マネー不可,"35.69105733872828,139.82450398444297",03-3682-3805,東京都江東区大島2-24-5 コーポ高橋　１Ｆ,72,sushi,False,35.69105733872828,139.82450398444297
,鮨小山,八王子駅 428m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1329/A132904/13091479/,予約可,,ＪＲ八王子駅北口　徒歩６分京王線京王八王子駅　徒歩９分 八王子駅から428m,17:00 - 23:00,■ 営業時間火〜金　最終入店　２１：００土曜日　   １７：００〜１９：２０（一部）１９：３０〜２２：００（二部）,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.65794853859356,139.33546648445133",042-626-3318,東京都八王子市中町6-5 1F,64,sushi,False,35.65794853859356,139.33546648445133
,鮨 なが井,東松原駅 137m , 寿司,,"￥20,000～￥29,999","￥20,000～￥29,999",3.56,月曜日、火曜日,https://tabelog.com/tokyo/A1318/A131803/13051226/,完全予約制,平日は９名での貸し切りのみ。土日は（１名〜４名様）予約可能です。ご予約は当店HPのオンラインご予約からのみお承り致しております。お電話ではお承り致しておりませんのでご了承くださいませ。,京王井の頭線東松原駅より徒歩２分（東松原商店街を羽根木公園方向へ進み、カレー屋さんのT路地を右折）小田急線梅が丘駅より徒歩１０分 東松原駅から137m,18:00 - 22:30,■ 営業時間［水～金］貸切営業,カード可 （VISA、Master、JCB、AMEX、Diners） 電子マネー不可 QRコード決済不可,"35.66230183869227,139.65412338427194",03-3327-6855,東京都世田谷区松原5-27-3 １Ｆ,63,sushi,False,35.66230183869227,139.65412338427194
,鮨 ばんど,新宿御苑前駅 184m , 寿司、日本料理,名店の伝統を継承。匠の技をリーズナブルに味わえる江戸前鮨店◆ランチもディナーも楽しめます,"￥20,000～￥29,999","￥20,000～￥29,999",3.56,,https://tabelog.com/tokyo/A1304/A130402/13215532/,予約可,※当日のご予約はお電話にてお問合せ下さい※ドリンクの持ち込みはお問合せ下さい,東京メトロ丸ノ内線 新宿御苑前2番出口　徒歩2-3分 新宿御苑前駅から184m,11:30 - 14:00L.O. 料理13:30,不定休※店舗へお問合せください,カード可 電子マネー不可 QRコード決済不可,"35.68949023869358,139.71244398450568",03-6457-8869,東京都新宿区新宿1-19-6 ISビル 1F,58,sushi,False,35.68949023869358,139.71244398450568
,鮓処 ひろ志,西荻窪駅 319m , 寿司,,"￥15,000～￥19,999","￥15,000～￥19,999",3.56,月曜日,https://tabelog.com/tokyo/A1319/A131907/13214677/,予約可,,関東バス、西武バス、バス停　西荻北3丁目 西荻窪駅から319m,,,カード可 （JCB、AMEX） 電子マネー不可,"35.70623798403053,139.60141797017224",03-6753-0450,東京都杉並区西荻北2-12-6 103,57,sushi,False,35.70623798403053,139.60141797017224
